STRING ID,DESCRIPTION,ENGLISH,FRENCH / FRANÇAIS,SPANISH / ESPAÑOL,GERMAN / DEUTSCH,ITALIAN / ITALIANO,PORTUGUESE / PORTUGUÊS (BR),PORTUGUESE / PORTUGUÊS (PT),RUSSIAN / РУССКИЙ,GREEK / ΕΛΛΗΝΙΚΑ,TURKISH / TÜRKÇE,DANISH / DANSK,NORWEGIAN (NB) / NORSK BOKMÅL,SWEDISH / SVENSKA,DUTCH / NEDERLANDS,POLISH / POLSKI,FINNISH / SUOMI,JAPANESE / 日本語,SIMPLIFIED CHINESE / 简体中文 (zh_CN),TRADITIONAL CHINESE / 繁体中文 (zh-TW),KOREAN / 한국어,CZECH / ČEŠTINA,HUNGARIAN / MAGYAR,ROMANIAN / ROMÂNĂ,THAI / ภาษาไทย,BULGARIAN / БЪЛГАРСКИ,עברית / HEBREW,MALAY / BAHASA MALAYSIA,INDONESIAN / BAHASA INDONESIA, العَرَبِيةُ / ARABIC
CREDITS_SFX,,Sound Effects,Effets sonores,Efectos de sonido,Soundeffekte,Effetti sonori,Efeitos Sonoros,Efeitos sonoros,Звуковые эффекты,Sound Effects,Ses Efektleri,Lydeffekter,Lydeffekter,Ljudeffekter,Geluidseffecten,Efekty dźwiękowe,Ääniefektit,SE,音响效果 ,音響效果,음향 효과,Zvukové efekty,Hanghatások,Efecte de sunet,เสียงประกอบ,Звукови ефекти,אפקטים-קוליים,,,
CREDITS_VFX,,Visual Effects,Effets visuels,Efectos visuales,Spezialeffekte,Effetti visivi,Efeitos Visuais,Efeitos visuais,Визуальные эффекты,Visual Effects,Görsel Efektler,Visuelle Effekter,Visuelle Effekter,Visuella effekter,Visuele effecten,Efekty wizualne,Visuaaliset efektit,特殊効果,视觉效果 ,視覺效果,시각 효과,Vizuální efekty,Képhatások,Efecte vizuale,วิชวลเอฟเฟค,Визуални ефекти,אפקטים,,,
CREDITS_RECORDIST,[Default male] Someone who records sound,Recordist,Opérateur du son,Grabador,Aufnahmeleiter,Registratore,Recordista,Recordista,Звукооператор,Recordist,Ses Kayıtçısı,Lydindspiller,Lydinnspiller,Ljudinspelare,Opnameleider,Operator dźwięku,Äänittäjä,録音,录音师,錄音師,녹음,Nahrávač ,Hangmérnök,Înregistrator,เจ้าหน้าที่บันทึกเสียง,Звукозапис,מקליט,,,
CREDITS_FOLEY_ARTIST,[Default male] Special sound FX,Foley artist,Bruiteur,Editor sonoro,Geräuschemacher,Rumorista,Artista de ruído,Artista de ruído,Шумовик,Foley artist,Foley Sanatçısı,Foley-kunstner,Foley kunstner,Foley-konstnär,Foley artiest,Imitator dźwięku,Foleytaiteilija,フォーリーアーティスト,音效师  ,擬音藝術家,효과음 아티스트,Nahrávač zvuků,Hangeffekt mérnök,Foley artist,เจ้าหน้าที่บันทึกเสียง,Шумовик,מעצב אפקטים-קוליים,,,
CREDITS_TEST_MANAGER,[Default male],Test Manager,Responsable de tests,Gerente de pruebas,Testmanager,Test Manager,Gerente de Testes,Gerente de testes,Тест-менеджер,Test Manager,Test Yöneticisi,Teststyrer,Testsjef,Testmanager,Test manager,Menadżer testów,Testipäällikkö,テスト管理者,测试经理 ,測試經理,테스트 관리자,Test manažer,Vezető tesztelő,Manager de test,ผู้จัดการตรวจสอบ,Мениджър на тестове,מנהל בדיקות,,,
CREDITS_TEST_LEAD,[Default male],Test Lead,Chef testeur,Jefe de pruebas,Testleiter,Test Lead,Líder de Testes,Líder de testes,Руководитель тестирования,Test Lead,Test Yöneticisi,Hovedansvarlig Tester,Testleder,Testledare,Test lead,Główny tester,Testijohtaja,テスト管理総指揮,测试组长 ,測試領導,테스트 관리 총지휘,Vedoucí testování,Főtesztelő,Conducere de test,หัวหน้าฝ่ายตรวจสอบ,Ръководител на тестове,מוביל בדיקות,,,
CREDITS_TESTER,[Default male],Tester,Testeur,Probador de videojuegos,Tester,Tester,Testador,Testador,Тестер,Tester,Testçi,Tester,Tester,Testare,Tester,Tester,Testaaja,テスター,测试员,測試儀,테스터,Tester,Tesztelő,Tester,ผู้ทดสอบ,Тестер,בודק,,,
CREDITS_DATABASE_ADMIN,[Default male],Database Admin,Administrateur de base de données,Administrador de base de datos,Datenbankadministrator,Amministratore di database,Administrador de Banco de Dados,Administrador de Banco de Dados,Администратор базы данных,Database Admin,Veritabanı Yöneticisi,Database Administrator,Database Administrator,Databasadministratör,Database admin,Administracja bazy danych,Tietokantaylläpitäjä,データベースアドミン,三维建模 ,數據庫管理員,데이터베이스 관리자,Databázový správce,Adatbázis adminisztrátor,Administrator baze de date,ผู้ดูแลฐานข้อมูล,Админ. на бази от данни,אחראי בסיס-נתונים,,,
CREDITS_3D_MODELING,,3D Modeling,Modélisation 3D,Modelado 3D,3D-Modellierung,Modellazione 3D,Modelagem 3D,Modelação 3D,3D моделирование,3D Modeling,3D Tasarım,3D Modellering,3D Modellering,3D-modellering,3D modelering,Modelowanie 3D,3D-mallinnus,3Dモデリング,三维建模,三維建模,3D 모델링,3D modelování,3D Modellezés,Modelare 3D,โมเดลสามมิติ,3D моделиране,מידול תלת-מימד,,,
CREDITS_MODELS,,Models,Modèles,Modelos,Modelle,Modelli,Modelos,Modelos,Модели,Μοντέλα,Modeller,Modeller,Modeller,Modeller,Modellen,Modele,Mallit,モデル,模型  ,模型,모델,Modely,Modellek,Modele,โมเดล,Модели,מודלים,,,
CREDITS_LOCALIZATION,,Localization,Localisation,Localización,Lokalisierung,Localizzazione,Localização,Localização,Локализация,Επιλογή τοποθεσιών,Lokalizasyon,Lokalisering,Lokalisering,Lokalisering,Lokalisatie,Lokalizacja,Lokalisaatio,ローカリゼーション,本地化,本土化,지역화,Lokalizace,Lokalizáció,Localizare,โลคัลไลเซชัน,Локализиране,התאמה לשפה,,,
CREDITS_TRANSLATION,,Translation,Traduction,Traducción,Übersetzung,Traduzione,Tradução,Tradução,Перевод,Μετάφραση,Çeviri,Oversættelse,Oversettelse,Översättning,Vertaling,Tłumaczenia,Käännöstyö,翻訳,翻译  ,翻譯,번역,Překlad,Fordítás,Traducere,แปลภาษา,Превод,תרגום,,,
CREDITS_POLYGLOT,,Translated by the Polyglot Project,Traduit par le Polyglot Projet,Traducido por el proyecto Polyglot,Übersetzt von Polyglot Project,Tradotto dal Polyglot Project,Traduzido pelo projeto Polyglot,Traduzido pelo projeto Polyglot,Перевод от проекта Polygon,Μεταφράστηκε από το Polyglot Project,Polyglot Projesi ile çevrilmiştir,Oversat af Polyglot Projektet,Oversatt av Polyglot Prosjektet,Översättning av Polyglot-projektet,Vertaald door het Polyglot project,Przetłumaczono za pomocą Polyglot Project,Käännökset: Polyglot Project,翻訳提供：Polyglotプロジェクト,Polyglot 项目提供翻译,翻譯由Polyglot Project 提供,번역 제공: Polyglot Project,Překlad: Polyglot Projektu,Fordította a Polgylot Project,Tradus de către Polyglot Project,คำแปลโดย Polyglot Project,Превод от проекта Polyglot,תורגם על-ידי פרויקט פוליגלוט,,,
END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-- GENERAL COMMENTS --,For comments concerning the language columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,LINK https://en.wiktionary.org/wiki/Appendix:Japanese_film_credit_terms,,,일본어 쪽에서 직역한 게 좀 있습니다. 수정 부탁드립니다.,,,,,,Not supported by Steam,Not supported by Steam,Not supported by Steam,Not supported by Steam
CREDITS GENDER-FREE EXPANSION/MODIFICATION PACK:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://docs.google.com/spreadsheets/d/1aA5-UAObBcgW5h2-L8O_EFTOdTtZk5XEU9LK597xkaA/edit#gid=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
